Probabilities:
Number: 1, Probability: 4.428900063357943e-06, Refund 119.997, Cost 0.0005314547209027632
Number: 35779, Probability: 11.73205291270466, Refund 12.663, Cost 148.5629860335791
Number: 35780, Probability: 11.73434230461491, Refund 12.66, Cost 148.55677357642475
Number: 35781, Probability: 11.736632012901605, Refund 12.657, Cost 148.55055138729563
Number: 35782, Probability: 11.738922037577492, Refund 12.654, Cost 148.5443194635056
Number: 35783, Probability: 11.741212378655346, Refund 12.651, Cost 148.53807780236878
Number: 35784, Probability: 11.743503036147901, Refund 12.648, Cost 148.53182640119866
Number: 35785, Probability: 11.745794010067895, Refund 12.645, Cost 148.52556525730853
Number: 35786, Probability: 11.748085300428047, Refund 12.642, Cost 148.51929436801134
Number: 35787, Probability: 11.750376907241089, Refund 12.639, Cost 148.51301373062012
Number: 35788, Probability: 11.752668830519747, Refund 12.636, Cost 148.50672334244751
Number: 35789, Probability: 11.754961070276703, Refund 12.633, Cost 148.50042320080559
Number: 35790, Probability: 11.757253626524705, Refund 12.63, Cost 148.49411330300703
Number: 35791, Probability: 11.759546499276412, Refund 12.627, Cost 148.48779364636326
Number: 35792, Probability: 11.761839688544528, Refund 12.624, Cost 148.48146422818613
Number: 35793, Probability: 11.764133194341742, Refund 12.621, Cost 148.47512504578714
Number: 35794, Probability: 11.766427016680714, Refund 12.618, Cost 148.46877609647726
Number: 35795, Probability: 11.768721155574124, Refund 12.615, Cost 148.46241737756756
Number: 35796, Probability: 11.771015611034635, Refund 12.612, Cost 148.45604888636882
Number: 35797, Probability: 11.773310383074904, Refund 12.609, Cost 148.44967062019145
Number: 35798, Probability: 11.775605471707568, Refund 12.606, Cost 148.4432825763456
Number: 35799, Probability: 11.77790087694528, Refund 12.603, Cost 148.43688475214137
Number: 35800, Probability: 11.78019659880068, Refund 12.6, Cost 148.43047714488856
Number: 35801, Probability: 11.78249263728638, Refund 12.597, Cost 148.42405975189652
Number: 35802, Probability: 11.784788992415013, Refund 12.594, Cost 148.41763257047467
Number: 35803, Probability: 11.787085664199193, Refund 12.591, Cost 148.41119559793202
Number: 35804, Probability: 11.78938265265153, Refund 12.588, Cost 148.40474883157745
Number: 35805, Probability: 11.791679957784623, Refund 12.585, Cost 148.3982922687195
Number: 35806, Probability: 11.79397757961106, Refund 12.582, Cost 148.39182590666636
Number: 35807, Probability: 11.796275518143439, Refund 12.579, Cost 148.38534974272633
Number: 35808, Probability: 11.798573773394333, Refund 12.576, Cost 148.37886377420713
Number: 35809, Probability: 11.800872345376312, Refund 12.573, Cost 148.3723679984164
Number: 35810, Probability: 11.803171234101956, Refund 12.57, Cost 148.36586241266158
Number: 35811, Probability: 11.805470439583821, Refund 12.567, Cost 148.3593470142499
Number: 35812, Probability: 11.807769961834452, Refund 12.564, Cost 148.35282180048807
Number: 35813, Probability: 11.810069800866401, Refund 12.561, Cost 148.34628676868286
Number: 35814, Probability: 11.812369956692216, Refund 12.558, Cost 148.33974191614084
Number: 35815, Probability: 11.814670429324414, Refund 12.555, Cost 148.333187240168
Number: 35816, Probability: 11.81697121877553, Refund 12.552, Cost 148.32662273807045
Number: 35817, Probability: 11.819272325058083, Refund 12.549, Cost 148.32004840715388
Number: 35818, Probability: 11.821573748184589, Refund 12.546, Cost 148.31346424472383
Number: 35819, Probability: 11.823875488167534, Refund 12.543, Cost 148.30687024808537
Number: 35820, Probability: 11.826177545019451, Refund 12.54, Cost 148.3002664145439
Number: 35821, Probability: 11.828479918752805, Refund 12.537, Cost 148.29365274140392
Number: 35822, Probability: 11.830782609380092, Refund 12.534, Cost 148.2870292259701
Number: 35823, Probability: 11.833085616913769, Refund 12.531, Cost 148.28039586554644
Number: 35824, Probability: 11.835388941366343, Refund 12.528, Cost 148.27375265743754
Number: 35825, Probability: 11.837692582750241, Refund 12.525, Cost 148.26709959894677
Number: 35826, Probability: 11.839996541077957, Refund 12.522, Cost 148.2604366873782
Number: 35827, Probability: 11.842300816361917, Refund 12.519, Cost 148.25376392003483
Number: 35828, Probability: 11.844605408614578, Refund 12.516, Cost 148.24708129422007
Number: 35829, Probability: 11.846910317848364, Refund 12.513, Cost 148.24038880723657
Number: 35830, Probability: 11.849215544075713, Refund 12.51, Cost 148.23368645638718
Number: 35831, Probability: 11.851521087309042, Refund 12.507, Cost 148.22697423897418
Number: 35832, Probability: 11.85382694756078, Refund 12.504, Cost 148.2202521523
Number: 35833, Probability: 11.856133124843332, Refund 12.501, Cost 148.21352019366648
Number: 35834, Probability: 11.858439619169086, Refund 12.498, Cost 148.20677836037524
Number: 35835, Probability: 11.860746430550462, Refund 12.495, Cost 148.20002664972802
Number: 35836, Probability: 11.863053558999825, Refund 12.492, Cost 148.19326505902583
Number: 35837, Probability: 11.865361004529573, Refund 12.489, Cost 148.18649358556985
Number: 35838, Probability: 11.867668767152074, Refund 12.486, Cost 148.1797122266608
Number: 35839, Probability: 11.869976846879698, Refund 12.483, Cost 148.17292097959927
Number: 35840, Probability: 11.87228524372481, Refund 12.48, Cost 148.16611984168566
Number: 35841, Probability: 11.874593957699764, Refund 12.477, Cost 148.15930881021995
Number: 35842, Probability: 11.876902988816894, Refund 12.474, Cost 148.15248788250193
Number: 35843, Probability: 11.879212337088557, Refund 12.471, Cost 148.1456570558314
Number: 35844, Probability: 11.881522002527085, Refund 12.468, Cost 148.1388163275077
Number: 35845, Probability: 11.883831985144788, Refund 12.465, Cost 148.13196569482977
Number: 35846, Probability: 11.88614228495401, Refund 12.462, Cost 148.12510515509686
Number: 35847, Probability: 11.888452901967057, Refund 12.459, Cost 148.11823470560756
Number: 35848, Probability: 11.890763836196221, Refund 12.456, Cost 148.11135434366014
Number: 35849, Probability: 11.893075087653827, Refund 12.453, Cost 148.1044640665531
Number: 35850, Probability: 11.89538665635214, Refund 12.45, Cost 148.09756387158416
Number: 35851, Probability: 11.89769854230347, Refund 12.447, Cost 148.09065375605127
Number: 35852, Probability: 11.900010745520074, Refund 12.444, Cost 148.08373371725182
Number: 35853, Probability: 11.902323266014236, Refund 12.441, Cost 148.0768037524831
Number: 35854, Probability: 11.904636103798216, Refund 12.438, Cost 148.06986385904221
Number: 35855, Probability: 11.90694925888428, Refund 12.435, Cost 148.06291403422603
Number: 35856, Probability: 11.909262731284675, Refund 12.432, Cost 148.0559542753311
Number: 35857, Probability: 11.911576521011646, Refund 12.429, Cost 148.04898457965376
Number: 35858, Probability: 11.913890628077429, Refund 12.426, Cost 148.04200494449012
Number: 35859, Probability: 11.916205052494238, Refund 12.423, Cost 148.0350153671359
Number: 35860, Probability: 11.918519794274335, Refund 12.42, Cost 148.02801584488725
Number: 35861, Probability: 11.920834853429907, Refund 12.417, Cost 148.02100637503915
Number: 35862, Probability: 11.923150229973162, Refund 12.414, Cost 148.01398695488683
Number: 35863, Probability: 11.925465923916324, Refund 12.411, Cost 148.0069575817255
Number: 35864, Probability: 11.927781935271575, Refund 12.408, Cost 147.9999182528497
Number: 35865, Probability: 11.930098264051104, Refund 12.405, Cost 147.99286896555392
Number: 35866, Probability: 11.932414910267092, Refund 12.402, Cost 147.98580971713247
Number: 35867, Probability: 11.934731873931714, Refund 12.399, Cost 147.9787405048793
Number: 35868, Probability: 11.937049155057144, Refund 12.396, Cost 147.97166132608837
Number: 35869, Probability: 11.93936675365555, Refund 12.393, Cost 147.96457217805323
Number: 35870, Probability: 11.941684669739072, Refund 12.39, Cost 147.9574730580671
Number: 35871, Probability: 11.944002903319856, Refund 12.387, Cost 147.95036396342306
Number: 35872, Probability: 11.946321454410057, Refund 12.384, Cost 147.94324489141417
Number: 35873, Probability: 11.948640323021786, Refund 12.381, Cost 147.93611583933273
Number: 35874, Probability: 11.950959509167209, Refund 12.378, Cost 147.92897680447172
Number: 35875, Probability: 11.953279012858403, Refund 12.375, Cost 147.92182778412274
Number: 35876, Probability: 11.955598834107505, Refund 12.372, Cost 147.91466877557806
Number: 35877, Probability: 11.957918972926624, Refund 12.369, Cost 147.9074997761294
Number: 35878, Probability: 11.960239429327835, Refund 12.366, Cost 147.900320783068
Number: 35879, Probability: 11.962560203323253, Refund 12.363, Cost 147.89313179368537
Number: 35880, Probability: 11.96488129492495, Refund 12.36, Cost 147.88593280527238
Number: 35881, Probability: 11.96720270414502, Refund 12.357, Cost 147.87872381512
Number: 35882, Probability: 11.96952443099552, Refund 12.354, Cost 147.87150482051865
Number: 35883, Probability: 11.971846475488512, Refund 12.351, Cost 147.8642758187586
Number: 35884, Probability: 11.974168837636062, Refund 12.348, Cost 147.8570368071301
Number: 35885, Probability: 11.976491517450222, Refund 12.345, Cost 147.84978778292302
Number: 35886, Probability: 11.978814514943025, Refund 12.342, Cost 147.8425287434268
Number: 35887, Probability: 11.981137830126515, Refund 12.339, Cost 147.83525968593108
Number: 35888, Probability: 11.983461463012723, Refund 12.336, Cost 147.82798060772495
Number: 35889, Probability: 11.985785413613675, Refund 12.333, Cost 147.82069150609746
Number: 35890, Probability: 11.988109681941372, Refund 12.33, Cost 147.8133923783371
Number: 35891, Probability: 11.990434268007826, Refund 12.327, Cost 147.80608322173248
Number: 35892, Probability: 11.992759171825062, Refund 12.324, Cost 147.79876403357207
Number: 35893, Probability: 11.995084393405053, Refund 12.321, Cost 147.79143481114366
Number: 35894, Probability: 11.997409932759789, Refund 12.318, Cost 147.78409555173508
Number: 35895, Probability: 11.99973578990125, Refund 12.315, Cost 147.77674625263387
Number: 35896, Probability: 12.002061964841415, Refund 12.312, Cost 147.7693869111275
Number: 35897, Probability: 12.004388457592253, Refund 12.309, Cost 147.76201752450302
Number: 35898, Probability: 12.006715268165724, Refund 12.306, Cost 147.7546380900474
Number: 35899, Probability: 12.009042396573772, Refund 12.303, Cost 147.74724860504713
Number: 35900, Probability: 12.01136984282834, Refund 12.3, Cost 147.7398490667886
Number: 35901, Probability: 12.013697606941387, Refund 12.297, Cost 147.73243947255824
Number: 35902, Probability: 12.016025688924836, Refund 12.294, Cost 147.72501981964194
Number: 35903, Probability: 12.018354088790595, Refund 12.291, Cost 147.7175901053252
Number: 35904, Probability: 12.020682806550608, Refund 12.288, Cost 147.71015032689388
Number: 35905, Probability: 12.023011842216786, Refund 12.285, Cost 147.7027004816332
Number: 35906, Probability: 12.025341195801008, Refund 12.282, Cost 147.69524056682798
Number: 35907, Probability: 12.027670867315198, Refund 12.279, Cost 147.6877705797633
Number: 35908, Probability: 12.030000856771228, Refund 12.276, Cost 147.6802905177236
Number: 35909, Probability: 12.032331164180993, Refund 12.273, Cost 147.67280037799333
Number: 35910, Probability: 12.034661789556367, Refund 12.27, Cost 147.66530015785662
Number: 35911, Probability: 12.036992732909201, Refund 12.267, Cost 147.65778985459715
Number: 35912, Probability: 12.039323994251394, Refund 12.264, Cost 147.6502694654991
Number: 35913, Probability: 12.041655573594777, Refund 12.261, Cost 147.64273898784555
Number: 35914, Probability: 12.043987470951201, Refund 12.258, Cost 147.6351984189198
Number: 35915, Probability: 12.046319686332513, Refund 12.255, Cost 147.62764775600496
Number: 35916, Probability: 12.048652219750538, Refund 12.252, Cost 147.6200869963836
Number: 35917, Probability: 12.050985071217108, Refund 12.249, Cost 147.61251613733836
Number: 35918, Probability: 12.053318240744042, Refund 12.246, Cost 147.60493517615154
Number: 35919, Probability: 12.05565172834318, Refund 12.243, Cost 147.59734411010555
Number: 35920, Probability: 12.057985534026294, Refund 12.24, Cost 147.58974293648183
Number: 35921, Probability: 12.060319657805184, Refund 12.237, Cost 147.58213165256205
Number: 35922, Probability: 12.062654099691667, Refund 12.234, Cost 147.57451025562784
Number: 35923, Probability: 12.064988859697506, Refund 12.231, Cost 147.5668787429602
Number: 35924, Probability: 12.067323937834495, Refund 12.228, Cost 147.5592371118402
Number: 35925, Probability: 12.069659334114396, Refund 12.225, Cost 147.55158535954848
Number: 35926, Probability: 12.071995048548978, Refund 12.222, Cost 147.5439234833656
Number: 35927, Probability: 12.074331081150003, Refund 12.219, Cost 147.53625148057188
Number: 35928, Probability: 12.076667431929216, Refund 12.216, Cost 147.5285693484473
Number: 35929, Probability: 12.079004100898356, Refund 12.213, Cost 147.5208770842716
Number: 35930, Probability: 12.081341088069175, Refund 12.21, Cost 147.51317468532463
Number: 35931, Probability: 12.083678393453384, Refund 12.207, Cost 147.50546214888547
Number: 35932, Probability: 12.086016017062711, Refund 12.204, Cost 147.49773947223332
Number: 35933, Probability: 12.088353958908876, Refund 12.201, Cost 147.4900066526472
Number: 35934, Probability: 12.090692219003591, Refund 12.198, Cost 147.4822636874058
Number: 35935, Probability: 12.093030797358551, Refund 12.195, Cost 147.47451057378754
Number: 35936, Probability: 12.095369693985452, Refund 12.192, Cost 147.46674730907063
Number: 35937, Probability: 12.097708908895981, Refund 12.189, Cost 147.45897389053312
Number: 35938, Probability: 12.100048442101825, Refund 12.186, Cost 147.45119031545283
Number: 35939, Probability: 12.102388293614636, Refund 12.183, Cost 147.44339658110712
Number: 35940, Probability: 12.104728463446113, Refund 12.18, Cost 147.43559268477367
Number: 35941, Probability: 12.107068951607902, Refund 12.177, Cost 147.4277786237294
Number: 35942, Probability: 12.109409758111639, Refund 12.174, Cost 147.4199543952511
Number: 35943, Probability: 12.111750882968991, Refund 12.171, Cost 147.4121199966156
Number: 35944, Probability: 12.114092326191589, Refund 12.168, Cost 147.40427542509923
Number: 35945, Probability: 12.11643408779105, Refund 12.165, Cost 147.3964206779781
Number: 35946, Probability: 12.118776167779021, Refund 12.162, Cost 147.38855575252848
Number: 35947, Probability: 12.12111856616711, Refund 12.159, Cost 147.3806806460259
Number: 35948, Probability: 12.123461282966929, Refund 12.156, Cost 147.372795355746
Number: 35949, Probability: 12.125804318190076, Refund 12.153, Cost 147.364899878964
Number: 35950, Probability: 12.128147671848161, Refund 12.15, Cost 147.35699421295516
Number: 35951, Probability: 12.130491343952754, Refund 12.147, Cost 147.3490783549941
Number: 35952, Probability: 12.132835334515441, Refund 12.144, Cost 147.3411523023555
