Probabilities:
Mile Number: 1, Probability: 3.6366178509716907e-05, Refund 119.997, Cost 5.314547209027631e-06
Mile Number: 33100, Probability: 3.6366178509716907e-05, Refund 20.7, Cost 1.3829090662653623
Mile Number: 33101, Probability: 3.6366178509716907e-05, Refund 20.697, Cost 1.3830203725058037
Mile Number: 33102, Probability: 3.6366178509716907e-05, Refund 20.694, Cost 1.3831316427410336
Mile Number: 33103, Probability: 3.6366178509716907e-05, Refund 20.691, Cost 1.383242876952672
Mile Number: 33104, Probability: 3.6366178509716907e-05, Refund 20.688, Cost 1.3833540751223419
Mile Number: 33105, Probability: 3.6366178509716907e-05, Refund 20.685, Cost 1.3834652372316523
Mile Number: 33106, Probability: 3.6366178509716907e-05, Refund 20.682, Cost 1.383576363262218
Mile Number: 33107, Probability: 3.6366178509716907e-05, Refund 20.679, Cost 1.3836874531956453
Mile Number: 33108, Probability: 3.6366178509716907e-05, Refund 20.676, Cost 1.383798507013543
Mile Number: 33109, Probability: 3.6366178509716907e-05, Refund 20.673, Cost 1.3839095246975088
Mile Number: 33110, Probability: 3.6366178509716907e-05, Refund 20.67, Cost 1.3840205062291377
Mile Number: 33111, Probability: 3.6366178509716907e-05, Refund 20.667, Cost 1.384131451590029
Mile Number: 33112, Probability: 3.6366178509716907e-05, Refund 20.664, Cost 1.3842423607617669
Mile Number: 33113, Probability: 3.6366178509716907e-05, Refund 20.661, Cost 1.38435323372594
Mile Number: 33114, Probability: 3.6366178509716907e-05, Refund 20.658, Cost 1.384464070464133
Mile Number: 33115, Probability: 3.6366178509716907e-05, Refund 20.655, Cost 1.3845748709579218
Mile Number: 33116, Probability: 3.6366178509716907e-05, Refund 20.652, Cost 1.3846856351888834
Mile Number: 33117, Probability: 3.6366178509716907e-05, Refund 20.649, Cost 1.3847963631385913
Mile Number: 33118, Probability: 3.6366178509716907e-05, Refund 20.646, Cost 1.3849070547886122
Mile Number: 33119, Probability: 3.6366178509716907e-05, Refund 20.643, Cost 1.385017710120511
Mile Number: 33120, Probability: 3.6366178509716907e-05, Refund 20.64, Cost 1.3851283291158487
Mile Number: 33121, Probability: 3.6366178509716907e-05, Refund 20.637, Cost 1.3852389117561827
Mile Number: 33122, Probability: 3.6366178509716907e-05, Refund 20.634, Cost 1.385349458023069
Mile Number: 33123, Probability: 3.6366178509716907e-05, Refund 20.631, Cost 1.3854599678980533
Mile Number: 33124, Probability: 3.6366178509716907e-05, Refund 20.628, Cost 1.3855704413626868
Mile Number: 33125, Probability: 3.6366178509716907e-05, Refund 20.625, Cost 1.3856808783985115
Mile Number: 33126, Probability: 3.6366178509716907e-05, Refund 20.622, Cost 1.385791278987066
Mile Number: 33127, Probability: 3.6366178509716907e-05, Refund 20.619, Cost 1.3859016431098894
Mile Number: 33128, Probability: 3.6366178509716907e-05, Refund 20.616, Cost 1.3860119707485072
Mile Number: 33129, Probability: 3.6366178509716907e-05, Refund 20.613, Cost 1.3861222618844529
Mile Number: 33130, Probability: 3.6366178509716907e-05, Refund 20.61, Cost 1.3862325164992522
Mile Number: 33131, Probability: 3.6366178509716907e-05, Refund 20.607, Cost 1.3863427345744277
Mile Number: 33132, Probability: 3.6366178509716907e-05, Refund 20.604, Cost 1.38645291609149
Mile Number: 33133, Probability: 3.6366178509716907e-05, Refund 20.601, Cost 1.3865630610319615
Mile Number: 33134, Probability: 3.6366178509716907e-05, Refund 20.598, Cost 1.3866731693773497
Mile Number: 33135, Probability: 3.6366178509716907e-05, Refund 20.595, Cost 1.3867832411091618
Mile Number: 33136, Probability: 3.6366178509716907e-05, Refund 20.592, Cost 1.3868932762088986
Mile Number: 33137, Probability: 3.6366178509716907e-05, Refund 20.589, Cost 1.3870032746580656
Mile Number: 33138, Probability: 3.6366178509716907e-05, Refund 20.586, Cost 1.387113236438156
Mile Number: 33139, Probability: 3.6366178509716907e-05, Refund 20.583, Cost 1.3872231615306612
Mile Number: 33140, Probability: 3.6366178509716907e-05, Refund 20.58, Cost 1.3873330499170744
Mile Number: 33141, Probability: 3.6366178509716907e-05, Refund 20.577, Cost 1.3874429015788743
Mile Number: 33142, Probability: 3.6366178509716907e-05, Refund 20.574, Cost 1.3875527164975494
Mile Number: 33143, Probability: 3.6366178509716907e-05, Refund 20.571, Cost 1.387662494654575
Mile Number: 33144, Probability: 3.6366178509716907e-05, Refund 20.568, Cost 1.3877722360314262
Mile Number: 33145, Probability: 3.6366178509716907e-05, Refund 20.565, Cost 1.387881940609576
Mile Number: 33146, Probability: 3.6366178509716907e-05, Refund 20.562, Cost 1.3879916083704877
Mile Number: 33147, Probability: 3.6366178509716907e-05, Refund 20.559, Cost 1.3881012392956253
Mile Number: 33148, Probability: 3.6366178509716907e-05, Refund 20.556, Cost 1.3882108333664573
Mile Number: 33149, Probability: 3.6366178509716907e-05, Refund 20.553, Cost 1.3883203905644288
Mile Number: 33150, Probability: 3.6366178509716907e-05, Refund 20.55, Cost 1.3884299108710012
Mile Number: 33151, Probability: 3.6366178509716907e-05, Refund 20.547, Cost 1.3885393942676214
Mile Number: 33152, Probability: 3.6366178509716907e-05, Refund 20.544, Cost 1.3886488407357325
Mile Number: 33153, Probability: 3.6366178509716907e-05, Refund 20.541, Cost 1.388758250256782
Mile Number: 33154, Probability: 3.6366178509716907e-05, Refund 20.538, Cost 1.3888676228122019
Mile Number: 33155, Probability: 3.6366178509716907e-05, Refund 20.535, Cost 1.3889769583834344
Mile Number: 33156, Probability: 3.6366178509716907e-05, Refund 20.532, Cost 1.3890862569519065
Mile Number: 33157, Probability: 3.6366178509716907e-05, Refund 20.529, Cost 1.389195518499049
Mile Number: 33158, Probability: 3.6366178509716907e-05, Refund 20.526, Cost 1.3893047430062835
Mile Number: 33159, Probability: 3.6366178509716907e-05, Refund 20.523, Cost 1.3894139304550301
Mile Number: 33160, Probability: 3.6366178509716907e-05, Refund 20.52, Cost 1.3895230808267087
Mile Number: 33161, Probability: 3.6366178509716907e-05, Refund 20.517, Cost 1.3896321941027312
Mile Number: 33162, Probability: 3.6366178509716907e-05, Refund 20.514, Cost 1.3897412702645078
Mile Number: 33163, Probability: 3.6366178509716907e-05, Refund 20.511, Cost 1.3898503092934444
Mile Number: 33164, Probability: 3.6366178509716907e-05, Refund 20.508, Cost 1.3899593111709443
Mile Number: 33165, Probability: 3.6366178509716907e-05, Refund 20.505, Cost 1.3900682758784049
Mile Number: 33166, Probability: 3.6366178509716907e-05, Refund 20.502, Cost 1.3901772033972242
Mile Number: 33167, Probability: 3.6366178509716907e-05, Refund 20.499, Cost 1.3902860937087926
Mile Number: 33168, Probability: 3.6366178509716907e-05, Refund 20.496, Cost 1.3903949467944987
Mile Number: 33169, Probability: 3.6366178509716907e-05, Refund 20.493, Cost 1.390503762635726
Mile Number: 33170, Probability: 3.6366178509716907e-05, Refund 20.49, Cost 1.390612541213858
Mile Number: 33171, Probability: 3.6366178509716907e-05, Refund 20.487, Cost 1.3907212825102693
Mile Number: 33172, Probability: 3.6366178509716907e-05, Refund 20.484, Cost 1.390829986506337
Mile Number: 33173, Probability: 3.6366178509716907e-05, Refund 20.481, Cost 1.3909386531834302
Mile Number: 33174, Probability: 3.6366178509716907e-05, Refund 20.478, Cost 1.391047282522913
Mile Number: 33175, Probability: 3.6366178509716907e-05, Refund 20.475, Cost 1.391155874506148
Mile Number: 33176, Probability: 3.6366178509716907e-05, Refund 20.472, Cost 1.391264429114502
Mile Number: 33177, Probability: 3.6366178509716907e-05, Refund 20.469, Cost 1.39137294632932
Mile Number: 33178, Probability: 3.6366178509716907e-05, Refund 20.466, Cost 1.3914814261319675
Mile Number: 33179, Probability: 3.6366178509716907e-05, Refund 20.463, Cost 1.3915898685037797
Mile Number: 33180, Probability: 3.6366178509716907e-05, Refund 20.46, Cost 1.3916982734261107
Mile Number: 33181, Probability: 3.6366178509716907e-05, Refund 20.457, Cost 1.3918066408803003
Mile Number: 33182, Probability: 3.6366178509716907e-05, Refund 20.454, Cost 1.391914970847683
Mile Number: 33183, Probability: 3.6366178509716907e-05, Refund 20.451, Cost 1.3920232633095964
Mile Number: 33184, Probability: 3.6366178509716907e-05, Refund 20.448, Cost 1.3921315182473715
Mile Number: 33185, Probability: 3.6366178509716907e-05, Refund 20.445, Cost 1.3922397356423304
Mile Number: 33186, Probability: 3.6366178509716907e-05, Refund 20.442, Cost 1.3923479154758038
Mile Number: 33187, Probability: 3.6366178509716907e-05, Refund 20.439, Cost 1.3924560577291059
Mile Number: 33188, Probability: 3.6366178509716907e-05, Refund 20.436, Cost 1.3925641623835543
Mile Number: 33189, Probability: 3.6366178509716907e-05, Refund 20.433, Cost 1.3926722294204623
Mile Number: 33190, Probability: 3.6366178509716907e-05, Refund 20.43, Cost 1.3927802588211418
Mile Number: 33191, Probability: 3.6366178509716907e-05, Refund 20.427, Cost 1.3928882505668936
Mile Number: 33192, Probability: 3.6366178509716907e-05, Refund 20.424, Cost 1.3929962046390232
Mile Number: 33193, Probability: 3.6366178509716907e-05, Refund 20.421, Cost 1.3931041210188264
Mile Number: 33194, Probability: 3.6366178509716907e-05, Refund 20.418, Cost 1.3932119996875993
Mile Number: 33195, Probability: 3.6366178509716907e-05, Refund 20.415, Cost 1.3933198406266332
Mile Number: 33196, Probability: 3.6366178509716907e-05, Refund 20.412, Cost 1.3934276438172144
Mile Number: 33197, Probability: 3.6366178509716907e-05, Refund 20.409, Cost 1.393535409240629
Mile Number: 33198, Probability: 3.6366178509716907e-05, Refund 20.406, Cost 1.3936431368781543
Mile Number: 33199, Probability: 3.6366178509716907e-05, Refund 20.403, Cost 1.3937508267110692
Mile Number: 33200, Probability: 3.6366178509716907e-05, Refund 20.4, Cost 1.3938584787206458
Mile Number: 33201, Probability: 3.6366178509716907e-05, Refund 20.397, Cost 1.3939660928881539
Mile Number: 33202, Probability: 3.6366178509716907e-05, Refund 20.394, Cost 1.3940736691948592
Mile Number: 33203, Probability: 3.6366178509716907e-05, Refund 20.391, Cost 1.3941812076220235
Mile Number: 33204, Probability: 3.6366178509716907e-05, Refund 20.388, Cost 1.39428870815091
Mile Number: 33205, Probability: 3.6366178509716907e-05, Refund 20.385, Cost 1.3943961707627692
Mile Number: 33206, Probability: 3.6366178509716907e-05, Refund 20.382, Cost 1.3945035954388534
Mile Number: 33207, Probability: 3.6366178509716907e-05, Refund 20.379, Cost 1.3946109821604087
Mile Number: 33208, Probability: 3.6366178509716907e-05, Refund 20.376, Cost 1.394718330908685
Mile Number: 33209, Probability: 3.6366178509716907e-05, Refund 20.373, Cost 1.3948256416649205
Mile Number: 33210, Probability: 3.6366178509716907e-05, Refund 20.37, Cost 1.3949329144103484
Mile Number: 33211, Probability: 3.6366178509716907e-05, Refund 20.367, Cost 1.3950401491262088
Mile Number: 33212, Probability: 3.6366178509716907e-05, Refund 20.364, Cost 1.3951473457937267
Mile Number: 33213, Probability: 3.6366178509716907e-05, Refund 20.361, Cost 1.395254504394133
Mile Number: 33214, Probability: 3.6366178509716907e-05, Refund 20.358, Cost 1.395361624908645
Mile Number: 33215, Probability: 3.6366178509716907e-05, Refund 20.355, Cost 1.3954687073184833
Mile Number: 33216, Probability: 3.6366178509716907e-05, Refund 20.352, Cost 1.3955757516048686
Mile Number: 33217, Probability: 3.6366178509716907e-05, Refund 20.349, Cost 1.3956827577490105
Mile Number: 33218, Probability: 3.6366178509716907e-05, Refund 20.346, Cost 1.3957897257321126
Mile Number: 33219, Probability: 3.6366178509716907e-05, Refund 20.343, Cost 1.3958966555353838
Mile Number: 33220, Probability: 3.6366178509716907e-05, Refund 20.34, Cost 1.3960035471400263
Mile Number: 33221, Probability: 3.6366178509716907e-05, Refund 20.337, Cost 1.3961104005272378
Mile Number: 33222, Probability: 3.6366178509716907e-05, Refund 20.334, Cost 1.3962172156782093
Mile Number: 33223, Probability: 3.6366178509716907e-05, Refund 20.331, Cost 1.3963239925741338
Mile Number: 33224, Probability: 3.6366178509716907e-05, Refund 20.328, Cost 1.3964307311961963
Mile Number: 33225, Probability: 3.6366178509716907e-05, Refund 20.325, Cost 1.3965374315255794
Mile Number: 33226, Probability: 3.6366178509716907e-05, Refund 20.322, Cost 1.3966440935434676
Mile Number: 33227, Probability: 3.6366178509716907e-05, Refund 20.319, Cost 1.396750717231034
Mile Number: 33228, Probability: 3.6366178509716907e-05, Refund 20.316, Cost 1.3968573025694506
Mile Number: 33229, Probability: 3.6366178509716907e-05, Refund 20.313, Cost 1.3969638495398875
Mile Number: 33230, Probability: 3.6366178509716907e-05, Refund 20.31, Cost 1.3970703581235064
Mile Number: 33231, Probability: 3.6366178509716907e-05, Refund 20.307, Cost 1.3971768283014736
Mile Number: 33232, Probability: 3.6366178509716907e-05, Refund 20.304, Cost 1.3972832600549467
Mile Number: 33233, Probability: 3.6366178509716907e-05, Refund 20.301, Cost 1.3973896533650763
Mile Number: 33234, Probability: 3.6366178509716907e-05, Refund 20.298, Cost 1.3974960082130194
Mile Number: 33235, Probability: 3.6366178509716907e-05, Refund 20.295, Cost 1.3976023245799176
Mile Number: 33236, Probability: 3.6366178509716907e-05, Refund 20.292, Cost 1.3977086024469179
Mile Number: 33237, Probability: 3.6366178509716907e-05, Refund 20.289, Cost 1.3978148417951601
Mile Number: 33238, Probability: 3.6366178509716907e-05, Refund 20.286, Cost 1.3979210426057793
Mile Number: 33239, Probability: 3.6366178509716907e-05, Refund 20.283, Cost 1.3980272048599114
Mile Number: 33240, Probability: 3.6366178509716907e-05, Refund 20.28, Cost 1.3981333285386839
Mile Number: 33241, Probability: 3.6366178509716907e-05, Refund 20.277, Cost 1.3982394136232223
Mile Number: 33242, Probability: 3.6366178509716907e-05, Refund 20.274, Cost 1.3983454600946486
Mile Number: 33243, Probability: 3.6366178509716907e-05, Refund 20.271, Cost 1.3984514679340816
Mile Number: 33244, Probability: 3.6366178509716907e-05, Refund 20.268, Cost 1.3985574371226372
Mile Number: 33245, Probability: 3.6366178509716907e-05, Refund 20.265, Cost 1.398663367641429
Mile Number: 33246, Probability: 3.6366178509716907e-05, Refund 20.262, Cost 1.398769259471561
Mile Number: 33247, Probability: 3.6366178509716907e-05, Refund 20.259, Cost 1.398875112594138
Mile Number: 33248, Probability: 3.6366178509716907e-05, Refund 20.256, Cost 1.3989809269902618
Mile Number: 33249, Probability: 3.6366178509716907e-05, Refund 20.253, Cost 1.3990867026410287
Mile Number: 33250, Probability: 3.6366178509716907e-05, Refund 20.25, Cost 1.3991924395275326
Mile Number: 33251, Probability: 3.6366178509716907e-05, Refund 20.247, Cost 1.3992981376308657
Mile Number: 33252, Probability: 3.6366178509716907e-05, Refund 20.244, Cost 1.3994037969321083
Mile Number: 33253, Probability: 3.6366178509716907e-05, Refund 20.241, Cost 1.3995094174123508
Mile Number: 33254, Probability: 3.6366178509716907e-05, Refund 20.238, Cost 1.3996149990526674
Mile Number: 33255, Probability: 3.6366178509716907e-05, Refund 20.235, Cost 1.3997205418341343
Mile Number: 33256, Probability: 3.6366178509716907e-05, Refund 20.232, Cost 1.3998260457378244
Mile Number: 33257, Probability: 3.6366178509716907e-05, Refund 20.229, Cost 1.3999315107448047
Mile Number: 33258, Probability: 3.6366178509716907e-05, Refund 20.226, Cost 1.4000369368361414
Mile Number: 33259, Probability: 3.6366178509716907e-05, Refund 20.223, Cost 1.4001423239928963
Mile Number: 33260, Probability: 3.6366178509716907e-05, Refund 20.22, Cost 1.400247672196124
Mile Number: 33261, Probability: 3.6366178509716907e-05, Refund 20.217, Cost 1.4003529814268805
Mile Number: 33262, Probability: 3.6366178509716907e-05, Refund 20.214, Cost 1.4004582516662185
Mile Number: 33263, Probability: 3.6366178509716907e-05, Refund 20.211, Cost 1.4005634828951803
Mile Number: 33264, Probability: 3.6366178509716907e-05, Refund 20.208, Cost 1.4006686750948105
Mile Number: 33265, Probability: 3.6366178509716907e-05, Refund 20.205, Cost 1.4007738282461535
Mile Number: 33266, Probability: 3.6366178509716907e-05, Refund 20.202, Cost 1.4008789423302397
Mile Number: 33267, Probability: 3.6366178509716907e-05, Refund 20.199, Cost 1.4009840173281014
Mile Number: 33268, Probability: 3.6366178509716907e-05, Refund 20.196, Cost 1.4010890532207716
Mile Number: 33269, Probability: 3.6366178509716907e-05, Refund 20.193, Cost 1.4011940499892743
Mile Number: 33270, Probability: 3.6366178509716907e-05, Refund 20.19, Cost 1.4012990076146283
Mile Number: 33271, Probability: 3.6366178509716907e-05, Refund 20.187, Cost 1.401403926077854
Mile Number: 33272, Probability: 3.6366178509716907e-05, Refund 20.184, Cost 1.4015088053599676
Mile Number: 33273, Probability: 3.6366178509716907e-05, Refund 20.181, Cost 1.4016136454419759
Mile Number: 33274, Probability: 3.6366178509716907e-05, Refund 20.178, Cost 1.401718446304892
Mile Number: 33275, Probability: 3.6366178509716907e-05, Refund 20.175, Cost 1.4018232079297146
Mile Number: 33276, Probability: 3.6366178509716907e-05, Refund 20.172, Cost 1.4019279302974457
Mile Number: 33277, Probability: 3.6366178509716907e-05, Refund 20.169, Cost 1.402032613389084
Mile Number: 33278, Probability: 3.6366178509716907e-05, Refund 20.166, Cost 1.402137257185619
Mile Number: 33279, Probability: 3.6366178509716907e-05, Refund 20.163, Cost 1.4022418616680394
